repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5224137931034483,0.5571217778085766,0.6233842140307179,0.4427580475510043,0.6233842140307179,"[np.float64(0.75), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7147435897435899)]"
20,0.5250000000000001,0.5631002477733886,0.6482846080215671,0.45444563566462903,0.6482846080215671,"[np.float64(0.75), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7147435897435899), np.float64(0.6955128205128206), np.float64(0.6932773109243697), np.float64(0.6736694677871149), np.float64(0.6875), np.float64(0.7735849056603774), np.float64(0.7115384615384616), np.float64(0.5641025641025641), np.float64(0.6775), np.float64(0.657051282051282), np.float64(0.5981132075471698)]"
