repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5630872483221476,0.6357888348765707,0.7226430495238908,0.5406466351525288,0.7226430495238908,"[np.float64(0.7349046015712682), np.float64(0.736642380085003), np.float64(0.71475), np.float64(0.6995833333333333), np.float64(0.6961466517022072), np.float64(0.7199193548387097), np.float64(0.7336404914529915), np.float64(0.73), np.float64(0.7381160369804178), np.float64(0.7227276452749775)]"
20,0.5598993288590604,0.6373085073439402,0.7140049927059153,0.5410561998957244,0.7140049927059152,"[np.float64(0.7349046015712682), np.float64(0.736642380085003), np.float64(0.71475), np.float64(0.6995833333333333), np.float64(0.6961466517022072), np.float64(0.7199193548387097), np.float64(0.7336404914529915), np.float64(0.73), np.float64(0.7381160369804178), np.float64(0.7227276452749775), np.float64(0.6884900048419451), np.float64(0.6945488721804511), np.float64(0.6971709206612714), np.float64(0.7159161651794979), np.float64(0.7058150377214547), np.float64(0.6997126436781609), np.float64(0.6914845173041895), np.float64(0.714048557792073), np.float64(0.7217610845956977), np.float64(0.724721554924656)]"
