project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
incubator-mxnet,20,0.7980769230769231,0.7189439230523667,0.7607530938199604,0.683341713238058,0.7607530938199604,"[np.float64(0.7692307692307693), np.float64(0.7926136363636364), np.float64(0.7637362637362637), np.float64(0.7087301587301588), np.float64(0.7789855072463767), np.float64(0.752808988764045), np.float64(0.7819148936170213), np.float64(0.7603174603174603), np.float64(0.7556818181818182), np.float64(0.7802197802197802), np.float64(0.9063492063492065), np.float64(0.6990820424555364), np.float64(0.78125), np.float64(0.6153846153846154), np.float64(0.8846153846153848), np.float64(0.7385767790262172), np.float64(0.8313696612665685), np.float64(0.8052434456928839), np.float64(0.631868131868132), np.float64(0.6770833333333333)]"
