project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
pytorch,20,0.7251655629139073,0.654992570290175,0.7280345378396516,0.6153373967506269,0.7280345378396517,"[np.float64(0.8001253132832081), np.float64(0.7441927990708478), np.float64(0.6580152671755725), np.float64(0.7426739926739926), np.float64(0.6776574803149606), np.float64(0.786231884057971), np.float64(0.767998244073749), np.float64(0.7049441786283892), np.float64(0.7278613199665831), np.float64(0.7904411764705882), np.float64(0.7462686567164178), np.float64(0.7766203703703703), np.float64(0.6904580152671755), np.float64(0.7262254901960784), np.float64(0.7189922480620156), np.float64(0.7299592391304348), np.float64(0.7466583124477861), np.float64(0.6925853018372704), np.float64(0.6631908237747653), np.float64(0.6695906432748538)]"
