project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
caffe,20,0.6758620689655174,0.6366960801920806,0.6687784372053934,0.5496673131717189,0.6687784372053934,"[np.float64(0.5544871794871795), np.float64(0.4547169811320755), np.float64(0.5716981132075472), np.float64(0.8564814814814815), np.float64(0.8137254901960784), np.float64(0.6185897435897436), np.float64(0.6729166666666666), np.float64(0.6509433962264151), np.float64(0.7352941176470589), np.float64(0.7596153846153846), np.float64(0.6666666666666666), np.float64(0.6428571428571428), np.float64(0.6540616246498598), np.float64(0.6975), np.float64(0.6547169811320754), np.float64(0.6378205128205128), np.float64(0.6378205128205128), np.float64(0.6675), np.float64(0.6923076923076923), np.float64(0.7358490566037736)]"
