project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
keras,20,0.6197761194029852,0.6477870001468073,0.6997650332345946,0.5788081232459517,0.6997650332345946,"[np.float64(0.7012807199723088), np.float64(0.7540584415584417), np.float64(0.656140350877193), np.float64(0.7511926605504587), np.float64(0.6939449541284404), np.float64(0.7012807199723088), np.float64(0.727328431372549), np.float64(0.6614121510673234), np.float64(0.6928030303030303), np.float64(0.699123989218329), np.float64(0.7435098650051921), np.float64(0.6542351453855879), np.float64(0.7281553398058253), np.float64(0.6255385820603212), np.float64(0.7665491578535057), np.float64(0.7179919137466307), np.float64(0.651965196519652), np.float64(0.7177830003916961), np.float64(0.6524749048113534), np.float64(0.6985321100917431)]"
