project,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
tensorflow,20,0.5917785234899329,0.6429997812476753,0.7196923743406403,0.5654254950987931,0.7196923743406403,"[np.float64(0.7258136924803591), np.float64(0.7099271402550091), np.float64(0.7395833333333333), np.float64(0.7171666666666667), np.float64(0.718443696221474), np.float64(0.697983870967742), np.float64(0.7130742521367521), np.float64(0.70475), np.float64(0.796280119385601), np.float64(0.7247356774034914), np.float64(0.7027737428235457), np.float64(0.6846491228070175), np.float64(0.7926609946738604), np.float64(0.7264646883862489), np.float64(0.703144867339154), np.float64(0.7035919540229885), np.float64(0.7088646023072254), np.float64(0.696029605035623), np.float64(0.6990385280486962), np.float64(0.7288709325180169)]"
